abcdefg,0
atlanticchicka,0
krissy,10
kissmequickly_x,10
mockingbird,0
ash_g,10
walnut1988,0
Flirtinangel18,10
batgirl,0
maeganontherocks,10
beachbabe20816,10
XoXGirLneXtDooRXoX,10
texas_angel1989,10
sum_wonder,0
steph73,0
maryjane,0
dropkickloder,10
airlia,10
kristinxann,10
ladymaryjane420x,0
specialk,10
jesscoop1,0
JM15,0
lexianne7,10
bootyfulsizta08,0
wakeboard08,10
mysticjess,10
megalomania,10
bikstar,10
musicmunchkin,0
majical,10
artofu,0
blahgahblah,0
chichi,10
abietotz,0
lexi5390,0
spatulalover,0
technopuppy,0
kara1247,0
ShElbZ4L09,10
sofforte,0
Mellie24,0
redheadroxy,0
lienverlinden,0
heathersmith123,0
crziblonde08,10
turtlesandstuffidk,0
redraisin,10
flappygirl46,10
r5family4life,10
luvsum,0
murphya,0
carlymarie,10
babe331,10
princesscupcake,10
pickpocket,10
thing3,0
blahtoast,0
MadeOFglass,10
enren,10
nycgirl4life,10
blahblahblah,10
revenantbeauty,0
lilojump,10
lmpgrlxx,10
kaleibae,10
tayluhhxmichelle,0
noraad2,0
mbp7718,0
amberr328,10
rene24783,0
sassy77,0
artemis18,10
emmaforever,0
candygirl69,10
tealsunflowers5,0
kk9631,0
es_ec,0
deathuntome,0
suicidulcarebear,0
alicexxx,10
kt89x,0
ramin007,0
rosepetal02891,0
motownlover,0
southerngrrl,0
cndygurl4life13,10
dragonsorceress69,0
citrus,0
artsygirl,10
gymbeam90,10
torridxloveaffair,10
yellowcatredcat,0
WelcomeToMyWorld,0
Liltanay69,10
summersunsetsx3,10
Bongo69,10
roselinemelodypierce,10
blissforthesoul,0
RawkxOwn,0
raffiella_8,0
sanne89,0
aebb2802,10
hanscuit,0
asianpurr,10
ratemecupidd,10
starlane,0
HCOcutie93,10
renaox,0
starchild24,0
teresakaye,0
noddyb22,0
askingandrea,0
kimjojo,0
uncwfanatic2012,10
laya43,0
qzilla,10
supdollfacex,0
verywildberry,0
heatherxxx3,0
agnieszkamaek,10
XxAlExIs130Xx,0
littleamer24,10
mqt16,10
kiekie,10
marionbarbara26,0
SammyV,0
DraculasPrincess,0
dreamnovella,0
j-mi,10
RedBloodAngel,0
yanyang,10
550396a76853990766b3cb26,0
52eeaae771d05e902b000678,0
54de7d6cf5e81cbe6b8d3fc6,0
54356946060290b348a69cb9,0
5320872e9177b83b06003503,0
51aa5e87ef8e9fb73c000eb9,10
54448b1391aebde10afce43a,0
5501e9eeaee8d6d351ab74a1,10
53b7176afb3d316b59db1ec5,10
5446fa880610f6d33fb1bf59,0
53bac016337d00b23ff62555,0
54a5b9a9b412b03143308216,0
53de6f991ea041fe3b2c7cce,0
531cfd8cdfc896027400703b,10
5473e5578c5611fb36e5e28c,0
5507a220ffea839472c4a764,0
54e23cc2cda752c156d05332,0
54fccc5a0df88d5c76ea22ee,10
53e4e43f53f1001922add87d,0
54592376a7f59e8e349cb99b,0
5492385c40fe6f4e5b1ef0fc,0
5452f79d694dbc86597c2069,0
53697d7ca10bd0967300c661,0
546fe62add88bc534f054143,0
54c3db09b456b17d1fb7fac1,0
535c725fe653aac234003545,10
53c1f5847f107a9e7484bda0,0
54416e4e0099e7681d297634,0
5403c406b67d041156f2c9eb,10
536427ce1e606e3653000ea9,0
53cd8a80e0076c6803e3e16e,10
55063ffd72b2329c7479908b,10
532c6d7f9c55d44f1a001fb1,10
550371a69b530c026bd675ab,0
54fcefb08ff66d2545e24d51,0
5504dd5fab8c19186b2543bd,0
54fdc9cdd74f58ec0545ba56,10
54aecd9ed937d9bd34a3f9f7,0
5488701831a42763255077a2,0
5490309357758edd2166114f,0
54fd00e3d05577ab5b534c30,0
5504f60abe48971768e59a67,0
548abb5f874b85ca6269b663,0
54d8a42b787d2974472457b8,0
5383dc1fedb0f5230cd083e8,0
51ade88a0ddbb02c68002870,0
55060c002fc2501f77d27c28,10
52043d5af479bb492e0000dc,10
54c3cafb7dedc6365eb2b91e,10
518b18971d52d4c9380000be,10
537633e7372c71d412000aef,0
53e4505162c785100d938ec4,0
539145ef4439c54b61b63ff7,0
5290fb0acaf6efaf32000096,0
54dfc0a0846d626b7898e15b,0
54e3dad5631dca4842dc521e,0
547bb63c6808187a3353ec1d,0
540c5d4ccb24c80b4303bd7e,0
54ffdbcaaee8d6d351ab3f62,0
5380f3f97d160987097bc78b,10
544c851eedc923233d5dc950,10
5504a9030a8ff03e6be63b8c,10
54fe578122760f70786f84c3,10
