544dabbd7eb3100838379fbb,0
537d848842a270525861d281,10
5521df36934cbd8c20093437,10
54ae038b9a0555a918f5dfe1,0
54c5af8309d93f025d90a5b5,10
54ea269e933a7b7368ec3dea,0
543da09f2047de26215f3f00,10
548237abbdaa9c553071c1a5,0
54ee8293e1a717da7d40b046,10
550629747c8ad61347cfaa96,0
544eebc735d5d66c50d5527d,0
5403a3e41956c28a527a20f4,0
544b61a0bdce4bb31a3818d1,0
5354590d602a9b5b19002ca1,0
53a3671501744b1d6f94e6db,0
540b264929d9d78e7698f966,0
53d554cdda8f045d2026c6e3,10
550f3eb3817b077d1afa6ef4,10
542cb271a8b00c400ad43724,10
52e27a7d5aa54fc15b000098,0
52e5aa84987eac1548000680,10
52ec56f1b10765d153000458,0
53db0ffdc5bb34cd5ba3fbb3,10
53b829ac4c1bd4e32fec1f98,0
547b080c5c54036b48fc4613,10
54972135bdd1b5367ce684a3,0
53a4d42ee947f7eb5cd01306,10
53ab351d015446944cae9c81,10
55271268bd0a656b42fcd9e6,0
54f137739097af3d7c1cbf96,0
53f9f6e5a5a40da538aa0e2b,10
522ba295bc0fed682a000041,0
526dadddf48845e42b000eee,10
550303a4b421db526e05f600,0
527304865285f7ce2e00044a,10
5381018b6d4083fa24a42edb,0
551ad2f0f2c961250702ca36,0
53ab953a451e714a5fcf3a34,0
548401c95440c15e044e4ecc,0
5383faa2d9efad62174133a6,0
55234df07944474b624a52ce,10
54f130b41b0e35fc627c995d,0
550dfde78f36d3671a879fe5,10
54f213f9ea5aa161704e3f36,10
550effe2aa2add9a05e05d9f,10
550231773baba8fa6f272a90,0
548f8a7cd778e74b79d9ef26,10
52e962c86cd155db4e0006b0,0
54665c4ca335e73f7e3bd11f,0
5366689990d3e94c030059b1,10
53643781fc05433d69001179,10
552303969207d3d562a39096,10
53d5dd916327ba5d30e79f8f,10
551a967ecb60852f10875d5d,0
54e8bead43e1800d45d9481f,0
5526f7012bcf0989376e24ec,0
546566a5585c559e7f75b0bb,0
552143f5ef6bd99633a498cc,0
5525de72802b9b3a6457cb55,0
547404689e7ca21603909742,10
55243f59913c7ff15174cb8d,0
52462f9a84d7f0b57300048a,10
5525d96e92be29f43716412e,10
538385b8afaf40f4073d9461,10
5525fedb704594a732cff205,10
552579cd83a5cf187a49d433,0
5527f1bdc390c2b53626f2d5,0
5275b0ebadcb90b136000320,0
54d0dd163ba6a8663dbe57ad,0
5521db18be7c8cf41170861d,0
54aab90a34d1200c6f7ad7c8,10
54fc9d9c4dbe6032078b8617,0
5518bf00382716800beb6b04,10
535206cde802acd6600022df,10
5524957e3dcea3d935f3c014,10
551b803ac66a961a1f316b99,0
54d6cb05d85ee16b32a0a995,0
5525f21419a8b695398ae146,0
551f8c491f966220121ea588,10
518f26e24d5c051a4f000143,0
552278dac3e3a09b17b12577,10
54f10514f24e14656f0278f1,0
549b7722032aa9165a006c68,10
5523325e95aebd345db26704,10
54b0a7b78a40df24754db1a8,0
5520b5c2bd2d112104aaa031,10
